cargo_type,current_temp,safe_temp,max_temp_threshold,flight_duration_hours,flight_delay_minutes,viability_percentage
"Skin, Bones, Valves",-39.43,-40,-40,4.47,1009,63.54
"Skin, Bones, Valves",-39.34,-40,-40,11.6,703,60.56
"Skin, Bones, Valves",-41.47,-40,-40,6.91,499,77.22
"Skin, Bones, Valves",-36.66,-40,-40,3.08,508,71.74
"Skin, Bones, Valves",-37.48,-40,-40,10.61,1218,44.3
"Skin, Bones, Valves",-37.96,-40,-40,7.19,199,76.88
"Skin, Bones, Valves",-36.06,-40,-40,11.51,682,49.54
"Skin, Bones, Valves",-37.18,-40,-40,8.49,1147,47.15
"Skin, Bones, Valves",-41.43,-40,-40,11.28,54,81.23
"Skin, Bones, Valves",-38.12,-40,-40,5.41,712,65.4
"Skin, Bones, Valves",-39.24,-40,-40,3.59,987,64.65
"Skin, Bones, Valves",-40.41,-40,-40,3.91,1415,59.13
"Skin, Bones, Valves",-36.65,-40,-40,3.39,691,65.09
"Skin, Bones, Valves",-37.52,-40,-40,11.87,154,68.46
"Skin, Bones, Valves",-41.63,-40,-40,11.51,1278,57.85
"Skin, Bones, Valves",-41.63,-40,-40,11.05,994,63.09
"Skin, Bones, Valves",-37.13,-40,-40,5.57,1318,47.09
"Skin, Bones, Valves",-39.85,-40,-40,3.42,510,78.47
"Skin, Bones, Valves",-41.51,-40,-40,11.0,1397,56.02
"Skin, Bones, Valves",-41.95,-40,-40,9.13,1102,64.25
"Skin, Bones, Valves",-37.51,-40,-40,9.87,594,59.49
